Part Type code,3-letter part code,Location code,Part-location,Part name (EN),Location (EN),Condition label (EN),Severity (1 to 5),Repair label (EN),COST BEFORE TAX,Part name (FR),Location (FR),Condition label (FR),Réparation (FR),Condition code, Repair code,Nomenclature,Angle,VehicleType,Order Front - left - rear -right,Order Front - right - rear - left
carbody,JNA,ARG,JNAARG,Aluminum rim,Rear Left,accidented,SEV5,Replacement,0,JANTE ALLUMINIUM,Arrière Gauche,Accidenté,Remplacement,accidented,replacement,2025,11-12-13-14,,1310,2250
carbody,JNB,ARG,JNBARG,Two-tone rim,Rear Left,Scuffed,SEV1,Polish,0,Jante bicolore,Arrière Gauche,Éraflé,Polish,scuffed,polish,2026,11-12-13-14,,1320,2650
carbody,JNB,ARG,JNBARG,Two-tone rim,Rear Left,Scratched,SEV3,Painting,0,Jante bicolore,Arrière Gauche,Rayé,Peinture,scratched,painting,2026,11-12-13-14,,1320,2650
carbody,JNB,ARG,JNBARG,Two-tone rim,Rear Left,Accidented,SEV5,Replacement,0,Jante bicolore,Arrière Gauche,Accidenté,Remplacement,accidented,replacement,2026,11-12-13-14,,1320,2650
cabin,OTC,ARG,,Other cabin,Rear Left,Soiled,SEV2,Cleaning,0,Autre (Intérieur),Arrière Gauche,Interior Soiled,Sali,interior_soiled,important_washing,2025,,,,
cabin,OTC,ARG,,Other cabin,Rear Left,Missing,SEV5,Replacement,0,Autre (Intérieur),Arrière Gauche,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
cabin,OTC,ARG,,Other cabin,Rear Left,Damaged,SEV5,Replacement,0,Autre (Intérieur),Arrière Gauche,Endommagé ,Remplacement,damaged_sev5,replacement,2025,,,,
carbody,ROU,ARG,ROUARG,Wheel,Rear Left,scuffed,SEV1,Polish,0,ROUE,Arrière Gauche,Éraflé,Polish,scuffed,polish,2025,11-12-13-14,,1330,2680
carbody,ROU,ARG,ROUARG,Wheel,Rear Left,scratched,SEV3,Painting,0,ROUE,Arrière Gauche,Rayé,Peinture,scratched,painting,2025,11-12-13-14,,1330,2680
carbody,ROU,ARG,ROUARG,Wheel,Rear Left,damaged,SEV4,Sheet Metal Work and Painting,0,ROUE,Arrière Gauche,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,11-12-13-14,,1330,2680
carbody,ROU,ARG,ROUARG,Wheel,Rear Left,slightly damaged,SEV3,Quick repair,0,ROUE,Arrière Gauche,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,11-12-13-14,,1330,2680
carbody,ROU,ARG,ROUARG,Wheel,Rear Left,accidented,SEV5,Replacement,0,ROUE,Arrière Gauche,Accidenté,Remplacement,accidented,replacement,2025,11-12-13-14,,1330,2680
carbody,GDB,ARG,GDBARG,Mudguard,Rear Left,Accidented,SEV5,Replacement,0,Garde-boue,Arrière Gauche,Accidenté,Remplacement,accidented,replacement,2026,11-12-13-14,,1340,2470
carbody,PNL,ARG,PNLARG,Quarter Panel,Rear Left,Scuffed,SEV1,Polish,0,Panneau latérale,Arrière Gauche,Éraflé,Polish,scuffed,polish,2026,11-12-13-14,,1350,2520
carbody,PNL,ARG,PNLARG,Quarter Panel,Rear Left,Scratched,SEV3,Painting,0,Panneau latérale,Arrière Gauche,Rayé,Peinture,scratched,painting,2026,11-12-13-14,,1350,2520
carbody,PNL,ARG,PNLARG,Quarter Panel,Rear Left,Damaged,SEV4,Sheet Metal Work and Painting,0,Panneau latérale,Arrière Gauche,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,11-12-13-14,,1350,2520
carbody,PNL,ARG,PNLARG,Quarter Panel,Rear Left,Slightly damaged,SEV2,Quick repair,0,Panneau latérale,Arrière Gauche,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,11-12-13-14,,1350,2520
carbody,PNL,ARG,PNLARG,Quarter Panel,Rear Left,Accidented,SEV5,Replacement,0,Panneau latérale,Arrière Gauche,Accidenté,Remplacement,accidented,replacement,2026,11-12-13-14,,1350,2520
carbody,PNL,ARG,PNLARG,Quarter Panel,Rear Left,Paintwork needed,SEV3,Painting,0,Panneau latérale,Arrière Gauche,A repeindre,Peinture,paintwork_required,painting,2026,11-12-13-14,,1350,2520
cabin,PGI,ARG,,Interior handle,Rear Left,Slightly damaged,SEV1,Quick repair,0,Poignée intérieure,Arrière Gauche,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2025,,,,
cabin,PGI,ARG,,Interior handle,Rear Left,Damaged,SEV3,Repair,0,Poignée intérieure,Arrière Gauche,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,PGI,ARG,,Interior handle,Rear Left,Soiled,SEV2,Cleaning,0,Poignée intérieure,Arrière Gauche,Interior Soiled,Sali,interior_soiled,important_washing,2025,,,,
cabin,PGI,ARG,,Interior handle,Rear Left,Missing,SEV5,Replacement,0,Poignée intérieure,Arrière Gauche,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
carbody,PNL,ARG,PNLARG,Quarter Panel,Rear Left,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Panneau latérale,Arrière Gauche,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,11-12-13-14,,1350,2520
carbody,FAC,ARG,FACARG,Trunk rear light,Rear Left,Accidented,SEV5,Replacement,0,Feu arrière coffre,Arrière Gauche,Accidenté,Remplacement,damaged_sev5,replacement,2026,9-10-11-12-13-14,,1360,2640
carbody,OTH,ARG,OTHARG,Other (carbody),Rear Left,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Arrière Gauche,Éraflé,Polish,scuffed,polish,2025,11-12-13-14,,1370,2480
